OI番号,原文,日時,ClaudeセッションID,発言種別,対応録画JSON,報告BUILD,原因,修正BUILD,修正commit,回帰テスト名,現在の判定,備考
OI-144,まだランナーが塁間にいてもプレーが打ち切りになることがあるので、絶対にランナーが塁間にいるときはプレーを続行するようにして,2026-08-04T06:29:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,不変条件「塁間で終了0」として検証ハーネスに組み込み。**ただし閾値0.13ft（リード+0.085を塁上扱い）という緩和が入っている点に注意**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=未解決 / Ultra=所見12,文書(charter/master)への言及commit: 07513995
OI-145,私が進塁キーを押している（ランナーは塁間ではなく塁上にいる）ときにもプレーが打ち切りにならないようにして,2026-08-04T06:32:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-146,球場や選手のテクスチャをさらにリアルにして / 必要ならcodex画像生成→画像から3dモデルを生成できるaiで本格的なものを作れます,2026-08-04T06:32:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第10陣でランタイム生成テクスチャ。**オーナーが提案した「codex画像生成→3Dモデル」経路は採用されておらず、その旨の説明もされていない**。要検証・要相談。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-147,打球も物理演算を本格的に行ってリアルにして,2026-08-04T06:32:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,固定刻み PHYS_H=1/240・マグヌス・バウンドを実装。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-148,ファーストゴロの時に、ぎりぎりで1塁アウトになるとタッチアウト判定になって、2アウト3塁とかでも1点入ってしまうので修正して,2026-08-04T06:37:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,**OI-163 で「解決されていません」と同日中に再指摘されている**。その後の対応記録は不明確。要検証・最重要。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-149,打った打球がファールの時も打球の行方を表示してほしいです。そのために、フェアゾーン以外も作りこんでほしいです,2026-08-04T06:38:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,ファウルの表示を追加（1.1秒見せる方式）→ **OI-160 で「そうではなく」と方式を否定され、カメラ視点を変える方式へ**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-150,打球がレフト線近くに飛んだ時にオブジェクトが邪魔で打球が見えないので、カメラのが核を変えてほしいです,2026-08-04T06:38:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,"カメラ角度を調整。**OI-172, OI-177, OI-181 で「オブジェクトが邪魔」が計4回再発**。要検証。",UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995; a71e3143
OI-151,sキーを押したのにランナーがスタートしてくれませんでした,2026-08-04T06:42:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_154209.json,baseball3d 記録 v1,入力処理を修正。**OI-207 で 8/4 夜に再発**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-152,ランナーを別々に動かせるようにしてほしいです（例えばランナー一三塁でタッチアップで3塁ランナーだけスタートみたいな感じ）,2026-08-04T06:43:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,個別操作を拡張。**OI-165 で「先頭走者しか操作できない」と不十分を再指摘**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見19,文書(charter/master)への言及commit: 07513995
OI-153,バントで転がす方向を指定できるようにして、バンドモードの時はボタンをタイミングよくクリックしなくても当てるだけで転がしたり、フライになったりするようにしてほしいです,2026-08-04T06:44:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-154,全部保存の保存範囲を知りたいです,2026-08-04T06:45:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,G=直近60プレーと回答。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-155,サードの送球がファーストの頭より明らかに高いのにファーストに吸い込まれました,2026-08-04T06:45:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_154451.json,baseball3d 記録 v1,8/4深夜「捕球判定を受け手基準に」＋送球弾道の平地化。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見6/所見12,文書(charter/master)への言及commit: 07513995
OI-156,直前のプレーを保存の保存範囲も知りたいです,2026-08-04T06:47:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,F=直前1プレーと回答。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-157,ランナーが飛び出して戻っていないのにけん制がなぜかセーフになり、しかもランナーは2塁から3塁まで進みました,2026-08-04T06:47:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_154625.json,baseball3d 記録 v1,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-158,内角のボールを簡単に流してホームランにできたり、バッティングで不自然なところが目立ちます,2026-08-04T06:47:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-159,このプレーでは確実に中継では三塁に投げるべきです,2026-08-04T06:48:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_154625.json,baseball3d 記録 v1,中継の送球先判断を改修。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-160,ファウルの行方が見えない／レフト線が隠れる — ファウルは打球が消える作りだったので、飛んでいく所を1.1秒見せてから確定するようにしました：そうではなく普通のフェアゾーンの打球と同じようにカメラ視点を変えてファウルが確定するまで見せてほしいです。,2026-08-04T06:50:00+09:00（推定・本文ヘッダより）,UNKNOWN,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,方式を変更。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-161,"1塁ランナーが盗塁して送球間に2塁を回って3塁に行ったのに、2,3塁の間の段階で盗塁成功と表示されてプレーが打ち切られランナーが3塁に進みましtあ",2026-08-04T06:56:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_155547.json,baseball3d 記録 v1,盗塁の決着処理を改修。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-162,ランニングホームランのときにキャッチャーがベースカバーに入らずにボールが点々と転がっていきました,2026-08-04T06:59:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_155741.json,baseball3d 記録 v1,捕手のカバーを追加。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-163,普通の球場ならバックネットがあるはずです,2026-08-04T06:59:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_155741.json,baseball3d 記録 v1,"バックネット(62ft)を実装。**ただし直後に「バックネットのオブジェクトが邪魔」（OI-177, OI-181）が発生し、`REBUILD_CHARTER.md` に『バックネットをマウンド上に建てた』という実害が記録されている**。要検証。",UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-164,先ほど指摘した打ったバッターが一塁でなぜかタッチアウト判定になる問題が解決されていません,2026-08-04T06:59:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,不明確。要検証・最重要。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-165,"ランナーを個別操作したいのですが、先頭の奏者だけしか個別操作できないので、ランナー1,3塁の時1塁ランナーだけを動かせないです",2026-08-04T07:00:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,個別操作を拡張。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決 / Ultra=所見8/所見19,文書(charter/master)への言及commit: 07513995
OI-166,こっちでも本塁送球をキャッチャーがそらしています,2026-08-04T07:01:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_160108.json,baseball3d 記録 v1,8/4深夜「捕球判定を受け手基準に」。**OI-218 で「キャッチャーへの送球がほぼ確実にそれる」と再発**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-167,三本間の挟殺プレーでまだ挟まれているのにセーフになって1点が入りました,2026-08-04T07:03:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_160240.json,baseball3d 記録 v1,8/5未明「挟殺relay中のセーフ判定追加」。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-168,挟殺プレーの時に守備側が投げるタイミングが毎回同じなのはおかしいです。これが逃げ切りを簡単にしています,2026-08-04T07:03:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-169,難易度は打撃、投球、守備の3つそれぞれで選べるようにして,2026-08-04T07:03:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=未解決 / Sol=未解決 / Ultra=所見9,文書(charter/master)への言及commit: 07513995
OI-170,送球エラーが多すぎる,2026-08-04T07:06:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_160454.json,baseball3d 記録 v1,"8/4に送球ずれを再較正（走りペナルティ 0.028→0.004/0.016/0.012）。**OI-204, OI-206, OI-212 で計4回以上再発**。要検証。",UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-171,ベンチや観客席に入ったら2塁分の進塁権が認められてプレーは打ち切られるはずです,2026-08-04T07:06:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_160454.json,baseball3d 記録 v1,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=未解決 / Sol=未解決 / Ultra=所見10,文書(charter/master)への言及commit: 07513995
OI-172,キャッチャーの後ろのオブジェクトが邪魔すぎて内野がほとんど見えません,2026-08-04T07:06:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,該当オブジェクトを非表示化。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-173,打球の回転 → 計算で描くテクスチャ → 3Dモデル：これも並列実行で進めて,2026-08-04T07:07:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,並列で実施。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=判定不能,文書(charter/master)への言及commit: 07513995
OI-174,三塁ランナーが本塁に帰る前に1点判定でプレーが打ち切られました,2026-08-04T07:11:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_160953.json,baseball3d 記録 v1,"8/4深夜「投手返球の早期打ち切り」修正（`judgeAtBase('P')` が本塁へ走行中の走者を無視して即 `concludePlay` → 走者の goal=4 が得点計上されていた）。**OI-180, OI-208 で再発**。要検証・最重要。",b0805-01,07513995 （最新: 2026-08-05T12:39:38+09:00）,test13_本塁に届いていない走者を得点にしないか,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-175,この場面では三塁ランナーは確実にスタートすべきなのに、1塁ランナーしかスタートしませんでした,2026-08-04T07:11:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_160953.json,baseball3d 記録 v1,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-176,フォアボールの時に、バッターが1塁まで進塁するのを待つのが長いので、フォアボールのときは即座にランナーを一人進めて次のバッターにして,2026-08-04T07:11:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,UNKNOWN（記録欄なし＝未対応 or 要望・質問系）,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-177,打球を打った時に相変わらずバックネットのオブジェクトが邪魔なのと,2026-08-04T07:14:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_161236.json,baseball3d 記録 v1,再度調整。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-178,最後のプレーで明らかにショートはサードに投げるべきなのに本塁に投げたので修正して,2026-08-04T07:14:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_161236.json,baseball3d 記録 v1,送球先判断を改修。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-179,進塁ボタンを押していたのにプレーが終わりました,2026-08-04T07:17:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_161717.json,baseball3d 記録 v1,不明確。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-180,まだ三塁ランナーが返ってきていないのに1点判定でプレーが打ち切られました,2026-08-04T07:22:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_162158.json,baseball3d 記録 v1,OI-174 と同一。要検証・最重要。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-181,非表示にしたはずのオブジェクトがまた邪魔をしています,2026-08-04T07:22:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_162158.json,baseball3d 記録 v1,再度調整。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-182,一度指摘して直したはずのミスがまた起こり始めていますがどうしてですか？,2026-08-04T07:22:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,この時点では明確な回答なし。後に 8/4 深夜「ビルド刻印」（`BUILD` 定数をタブ名と録画JSONに刻印）で「オーナーのブラウザがリロード前の旧ビルドで録画を採取していた」ことが判明し、**再発報告の主因の一つ**と特定された。**ただし旧ビルドで説明できない再発が残っているかは未検証**。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-183,なぜか最後に投フライと表示されます,2026-08-04T07:36:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_162543.json,baseball3d 記録 v1,投フライ表示を修正。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-184,スコアボードにエラーの数を表示してほしいです,2026-08-04T07:36:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,E列を追加。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-185,キャッチャーが小さすぎます,2026-08-04T07:36:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,捕手サイズを修正。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-186,ランナーが動いているのにエラーと表示されてプレーが打ち切られました,2026-08-04T07:37:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_163623.json,baseball3d 記録 v1,不明確。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=未解決 / Ultra=所見18,文書(charter/master)への言及commit: 07513995
OI-187,今まで私が指摘してopusが修正したものをfableがレビューしてちゃんと直っているかみてほしいです,2026-08-04T07:38:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,**この依頼は 8/4 に出されたが、全量の指摘リストを作ってのレビューは行われていない**（当時のレビューは録画駆動の個別修正に流れた）。本文書が初めてこの依頼に全量で応えるもの。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=対象外 / Sol=解決,文書(charter/master)への言及commit: 07513995
OI-188,守備判断でもっと改善できるところがあるかどうかを総合点検してほしいです,2026-08-04T07:39:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,`REBUILD_CHARTER.md` 未解決3。封殺カバー・挟殺・送球先分布・フライ層は点検済み、**中継・safeReach の個別精査は「優先度低」として未了。未実装概念（前進守備・バントシフト・二塁牽制・申告敬遠）のうち前進守備・カットオフのみ実装**。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-189,モーションやテクスチャ、物理演算を改善してほしいです,2026-08-04T07:40:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,UNKNOWN（本文に録画言及なし）,UNKNOWN,第6〜10陣で実施。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=判定不能 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-190,打球をサードが取りに行って、捕れそうだったのに急に三塁ベースカバーに向かったせいでより遠いショートが打球を追いかけることになりました,2026-08-04T07:56:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_165414.json,baseball3d 記録 v1,「担当交代時に旧担当をカバーへ引き抜かない」として修正（`REBUILD_CHARTER.md` 再確認リスト）。**今日（8/5）の新規指摘①「ライトが打球を追っている途中でなぜか不自然にボールを追いかけるのを一瞬やめた」はこの系統の再発の疑いが強い**。要検証・最重要。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=部分解決 / Sol=部分解決,文書(charter/master)への言及commit: 07513995
OI-191,送球が多少それるのは普通のなので、捕る側が取りにいかないといけないのに、中継はボールがそれた判定になるまで停止しており、またそれてもすぐに取り行かずに、一番近い人ではない人が取りに行っていました,2026-08-04T07:57:00+09:00（推定・本文ヘッダより）,UNKNOWN（本文類似候補はあるが日時不一致のため不採用）,UNKNOWN,野球ゲーム記録_20260804_165527.json,baseball3d 記録 v1,「それた球は最寄りが回収」＋回収発動を「発射2.6秒後」固定から「頭上越え/着弾の瞬間」へ変更＋バックアップ新設。要検証。,UNKNOWN,UNKNOWN（コード側diffにOI番号の追記行なし。記録欄の内容から人間が対応commitを推定する必要あり）,UNKNOWN,Fable=解決 / Sol=解決,文書(charter/master)への言及commit: 07513995
